id,unit_number,unit_size,unit_balcony_size,unit_current_price,unit_construction_year,unit_scan_date,unit_status_id,project_id,unit_category_id,unit_type_id,unit_url,unit_rooms,unit_floor,sqrm_price
547,5,42,13.4,82900,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-5/,2,1,1973.81
548,6,43.7,9.8,0,2020,2021-03-05,2,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-6/,2,2,0
549,7,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-7/,3,2,1693.12
550,8,55.8,4.3,95000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-8/,3,2,1702.51
551,9,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-9/,3,2,1693.12
552,10,46.3,9.8,84500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-10/,2,2,1825.05
553,11,43.7,9.8,83500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-11/,2,3,1910.76
554,12,56.7,9.8,96000,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-12/,3,3,1693.12
555,13,40.7,4.3,81500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-13/,2,3,2002.46
556,14,72,9.8,125500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-14/,4,3,1743.06
557,15,46.3,9.8,84500,2020,2021-03-05,1,16,1,1,https://kehra-aia.kinnisvaravahendus.ee/hinnad-ja-plaanid/korter-15/,2,3,1825.05
